s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
74.892022,10.496161,6.291755,3.090698,0.06234,7.044674,4.304798
75.091734,10.486937,6.09106,3.099374,0.02486,7.165673,4.270317
75.291446,10.478685,5.889421,3.100821,-0.010458,7.283717,1.776608
75.491158,10.469736,5.681604,3.095055,-0.046303,7.332268,-8.259465
75.69087,10.459196,5.481454,3.081315,-0.094178,7.10374,-5.760124
75.890582,10.445354,5.28829,3.056568,-0.149613,6.939913,-5.476136
76.090295,10.424517,5.076087,3.034626,-0.042589,6.780493,-5.835066
76.290007,10.40465,4.888967,3.043326,0.161307,6.606393,-0.868268
76.489719,10.389743,4.692636,3.091552,0.277152,6.580092,-0.868268
76.689431,10.38494,4.495817,3.139759,0.187108,6.553687,3.102228
76.889143,10.38649,4.308948,-3.130052,-0.027516,6.64755,4.413839
77.088855,10.387241,4.101198,3.133048,-0.151083,6.778858,4.135786
77.288567,10.382423,3.904658,3.101293,-0.155786,6.899626,3.629211
77.488279,10.371293,3.704802,3.070767,-0.151426,7.003887,3.588171
77.687991,10.353349,3.498306,3.038803,-0.158254,7.105465,2.997656
77.887703,10.329648,3.299924,3.006186,-0.16983,7.189226,2.185885
78.087415,10.299076,3.101765,2.970114,-0.191931,7.249694,-1.602413
78.287127,10.260942,2.905317,2.928578,-0.220057,7.205416,-1.185432
78.486839,10.213943,2.709497,2.883151,-0.230272,7.172485,-1.023444
78.686551,10.158874,2.519048,2.83692,-0.235129,7.143931,-1.023444
78.886263,10.094921,2.331086,2.790654,-0.22628,7.115262,-0.471113
79.085975,10.02219,2.145168,2.747388,-0.206672,7.102027,0.564264
79.285688,9.941906,1.96251,2.7083,-0.184828,7.117876,1.619862
79.4854,9.85512,1.783291,2.673663,-0.163204,7.163182,2.596841
79.685112,9.762299,1.606517,2.643218,-0.141794,7.235221,3.527519
79.884824,9.664256,1.432001,2.616944,-0.12144,7.331944,4.221977
80.084536,9.562537,1.260849,2.594274,-0.10636,7.446056,4.18816
80.284248,9.456757,1.091171,2.574481,-0.091706,7.557553,4.154614
80.48396,9.347888,0.923473,2.557548,-0.078059,7.666555,4.121336
80.683672,9.23668,0.757887,2.543222,-0.065653,7.773173,0.591131
80.883384,9.122985,0.593305,2.5313,-0.053612,7.788346,-9.953384
81.083096,9.007709,0.430202,2.521781,-0.041661,7.528792,-10.768975
81.282808,8.891117,0.268115,2.514652,-0.02977,7.237494,-11.488678
81.48252,8.773411,0.106516,2.509879,-0.017999,6.91321,-11.935462
81.682232,8.655275,-0.05432,2.506116,-0.021554,6.559356,-11.727756
81.881944,8.536368,-0.214755,2.501251,-0.027154,6.191995,-11.343167
82.081656,8.416482,-0.374689,2.495203,-0.039481,5.814643,-9.161979
82.281368,8.295333,-0.533126,2.47987,-0.114182,5.490952,-7.428844
82.48108,8.170428,-0.688982,2.449651,-0.188214,5.21376,-5.969475
82.680792,8.039743,-0.840053,2.40472,-0.26323,4.979854,-4.53903
82.880505,7.901596,-0.983722,2.344145,-0.344642,4.794366,-3.208684
83.080217,7.753522,-1.117898,2.267159,-0.425103,4.65879,-2.758164
83.279929,7.594273,-1.239337,2.176002,-0.468629,4.539014,-2.753651
83.479641,7.424296,-1.34533,2.079882,-0.494158,4.416194,-2.333108
83.679353,7.245553,-1.433543,1.977067,-0.540594,4.309393,-2.158652
83.879065,7.054093,-1.503485,1.86577,-0.528408,4.208165,-2.787791
84.078777,6.857905,-1.552002,1.761225,-0.512867,4.073714,-3.771404
84.278489,6.667126,-1.578956,1.659954,-0.54847,3.884424,-3.935948
84.478201,6.446928,-1.585238,1.537531,-0.58479,3.676498,-0.268902
84.677913,6.2626,-1.568051,1.409146,-0.894906,3.661862,-0.268902
84.877625,6.063495,-1.516377,1.267844,0.552744,3.647167,4.380749
85.077337,5.896679,-1.486945,1.473934,-0.425955,3.87964,4.801888
85.277049,5.701096,-1.451258,1.304706,-0.707147,4.119417,-0.340299
85.476761,5.517203,-1.388986,1.188981,-0.538257,4.102886,2.601579
85.676473,5.318135,-1.29523,1.072609,-0.517272,4.227624,2.39648
85.876186,5.15272,-1.194553,0.976489,-0.485997,4.339357,2.471062
86.075898,4.990464,-1.072735,0.876339,-0.508472,4.451631,1.526192
86.27561,4.840673,-0.933673,0.767085,-0.545675,4.519581,0.444081
86.475322,4.710916,-0.78389,0.661548,-0.519406,4.539162,0.884971
86.675034,4.596293,-0.620027,0.559998,-0.496497,4.577933,1.174403
86.874746,4.498227,-0.445064,0.462712,-0.455266,4.628883,1.815544
87.074458,4.41756,-0.265642,0.386885,-0.316523,4.706562,4.544259
87.27417,4.347194,-0.07853,0.336857,-0.186139,4.895591,4.819382
87.473882,4.282884,0.11418,0.311377,-0.066694,5.088398,4.78078
87.673594,4.222944,0.303406,0.304006,-0.009492,5.272699,4.742486
87.873306,4.162933,0.49412,0.307483,0.044032,5.449368,4.7045
88.073018,4.10105,0.684888,0.321664,0.097576,5.619137,0.869582
88.27273,4.035488,0.875153,0.339992,0.047849,5.649959,-10.881633
88.472442,3.968313,1.064328,0.338787,-0.06061,5.251252,-8.248537
88.672154,3.903998,1.252683,0.31552,-0.174556,4.927574,-6.308401
88.871866,3.846103,1.443812,0.269063,-0.281601,4.664896,-5.056226
89.071578,3.798471,1.640456,0.203194,-0.371785,4.443161,-3.700667
89.27129,3.766229,1.83657,0.119294,-0.474474,4.273587,-2.688799
89.471002,3.752652,2.033418,0.015147,-0.561731,4.146031,-2.49976
89.670715,3.761119,2.236807,-0.098054,-0.552846,4.023818,-3.235152
89.870427,3.791538,2.433634,-0.209003,-0.56471,3.859911,-3.725984
90.070139,3.843882,2.625572,-0.324399,-0.582452,3.662057,-4.148402
90.269851,3.923679,2.822417,-0.445424,-0.570856,3.428366,-5.481356
90.469563,4.01661,2.99147,-0.56323,-0.680379,3.092621,-5.43778
90.669275,4.147679,3.164937,-0.738524,-0.907761,2.718883,-0.147064
90.868987,4.274831,3.28195,-0.933281,-1.636308,2.708059,-0.147064
91.068699,4.404124,3.396138,-0.674102,-1.299238,2.697192,2.402364
91.268411,4.570186,3.534259,-1.067471,-1.332362,2.869565,0.863668
91.468123,4.73866,3.607459,-1.23665,-0.708897,2.929057,5.127954
91.667835,4.945371,3.662991,-1.378867,-0.671611,3.26,4.649267
91.867547,5.150816,3.687808,-1.520018,-0.620322,3.53336,4.005144
92.067259,5.350394,3.686658,-1.62777,-0.460537,3.752917,5.017559
92.266971,5.549428,3.667085,-1.704982,-0.313815,4.011049,4.977369
92.466683,5.752922,3.634332,-1.748018,-0.094084,4.251658,4.937501
92.666396,5.950498,3.598673,-1.742047,0.166301,4.477584,-0.212672
92.866108,6.145728,3.570417,-1.676333,0.4456,4.468088,-3.31063
93.06582,6.353935,3.558012,-1.584984,0.425012,4.317576,-4.20163
93.265532,6.540171,3.562492,-1.510153,0.388896,4.118644,-0.645349
93.465244,6.739594,3.584884,-1.396985,0.69975,4.087232,-0.499415
93.664956,6.926672,3.630957,-1.263427,0.68424,4.062756,-0.328372
93.864668,7.107961,3.702575,-1.124128,0.732832,4.046582,-0.328372
94.06438,7.286051,3.805007,-0.974948,0.680889,4.030343,0.614131
94.264092,7.440851,3.924868,-0.851662,0.595133,4.060661,1.856208
94.463804,7.587474,4.069842,-0.73065,0.588771,4.150949,1.50973
94.663516,7.711627,4.225459,-0.618241,0.534338,4.222961,2.113316
94.863228,7.819063,4.394492,-0.515353,0.497329,4.321748,2.336583
95.06294,7.909151,4.57356,-0.417852,0.460787,4.428408,2.570329
95.262652,7.982077,4.75882,-0.335275,0.367472,4.542846,4.00246
95.462364,8.041524,4.949842,-0.27132,0.272143,4.71552,4.854088
95.662076,8.090141,5.142907,-0.223715,0.217556,4.916805,4.815208
95.861788,8.130419,5.338344,-0.184003,0.180802,5.108647,4.776639
96.0615,8.163797,5.536304,-0.151233,0.14634,5.292087,4.738379
96.261212,8.19106,5.733227,-0.124787,0.119875,5.46798,4.700425
96.460925,8.213739,5.931896,-0.103389,0.094327,5.637044,4.662775
96.660637,8.232673,6.131066,-0.087016,0.068991,5.799887,4.625427
96.860349,8.248799,6.329702,-0.075852,0.043181,5.95703,4.588378
97.060061,8.263272,6.529328,-0.069739,0.018009,6.108921,4.551626
97.259773,8.276963,6.728614,-0.067777,0.006647,6.255952,4.515168
97.459485,8.290374,6.927813,-0.06678,0.003344,6.398469,4.479002
97.659197,8.303677,7.127402,-0.066438,8.6e-05,6.536775,4.443126
97.858909,8.316941,7.326819,-0.066316,0.001771,6.671141,4.407538
98.058621,8.330128,7.526159,-0.06572,0.004202,6.801808,4.372234
98.258333,8.343141,7.725405,-0.064637,0.006582,6.928995,4.337213
98.458045,8.355941,7.92538,-0.063146,0.008312,7.052897,4.302473
98.657757,8.368358,8.124572,-0.061307,0.010129,7.173693,4.268011
98.857469,8.38038,8.323933,-0.059059,0.012988,7.291544,4.233824
99.057181,8.391924,8.524117,-0.055991,0.017655,7.406599,4.199912
99.256893,8.402674,8.722732,-0.051995,0.022576,7.518993,4.166272
99.456606,8.412592,8.92241,-0.047246,0.023526,7.628851,4.1329
99.656318,8.421567,9.121971,-0.04268,0.02214,7.736288,4.099796
99.85603,8.429622,9.320608,-0.038441,0.020268,7.84141,4.066958
100.055742,8.436958,9.520268,-0.035319,0.01095,7.944315,4.034382
100.255454,8.443852,9.719778,-0.034073,0.001529,8.045096,4.002067
100.455166,8.450682,9.919279,-0.034643,-0.006295,8.143838,3.970011
100.654878,8.45776,10.118819,-0.036448,-0.01178,8.24062,3.938212
100.85459,8.465313,10.31849,-0.03935,-0.01727,8.335516,3.906668
101.054302,8.473541,10.518024,-0.043179,-0.020596,8.428597,3.875376
101.254014,8.482589,10.71752,-0.047562,-0.023299,8.519928,2.562885
101.453726,8.492567,10.917008,-0.05245,-0.023784,8.579793,-11.72417
101.653438,8.503429,11.116331,-0.056045,-0.012242,8.302405,-12.540584
101.85315,8.514786,11.315763,-0.05734,-0.000734,7.995056,-12.471285
102.052862,8.526165,11.515117,-0.056273,0.012057,7.677212,-11.677677
102.252574,8.537061,11.714464,-0.052473,0.025992,7.367173,-11.013299
102.452286,8.546933,11.914077,-0.045893,0.039836,7.062313,-10.188006
102.651998,8.555169,12.113354,-0.036041,0.059611,6.768082,-9.486944
102.85171,8.561041,12.312971,-0.022107,0.079863,6.482099,-8.690993
103.051422,8.56373,12.512821,-0.00401,0.105899,6.20856,-7.322308
103.251135,8.562122,12.71224,0.02165,0.15137,5.968376,-6.149994
103.450847,8.55447,12.911985,0.056426,0.196444,5.758911,-4.887552
103.650559,8.539051,13.110467,0.100365,0.247923,5.586846,-3.638915
103.850271,8.513869,13.307912,0.155103,0.30101,5.455216,-2.624514
104.049983,8.476538,13.505268,0.220319,0.346599,5.358273,-2.620796
104.249695,8.426258,13.697874,0.290662,0.35806,5.259684,-2.464361
104.449407,8.361987,13.887345,0.364053,0.377462,5.165264,-2.149277
104.649119,8.28324,14.07209,0.442782,0.401547,5.081484,-2.029158
104.848831,8.188564,14.252623,0.522724,0.387194,5.001098,-2.810511
105.048543,8.082645,14.421008,0.600764,0.402754,4.887576,-2.776545
105.248255,7.960354,14.584181,0.686368,0.424957,4.772775,-2.471671
105.447967,7.822949,14.73752,0.775999,0.45729,4.668205,-0.433536
105.647679,7.683952,14.866547,0.873117,0.555068,4.649621,-0.433536
105.847391,7.51977,14.991345,0.952346,0.067904,4.630962,4.869937
106.047103,7.374498,15.099114,0.90451,-0.159647,4.836422,4.83093
106.246816,7.211371,15.225593,0.932691,0.275181,5.031955,3.618959
106.446528,7.065288,15.327512,0.993811,0.389213,5.173593,-0.532488
106.64624,6.881825,15.435757,1.083898,0.45192,5.152997,-0.532488
106.845952,6.700433,15.521513,1.172206,0.400728,5.132318,0.916314
107.045664,6.514395,15.591653,1.246943,0.359234,5.167851,1.870499
107.245376,6.316475,15.650093,1.320404,0.358512,5.239638,1.606949
107.445088,6.118375,15.693195,1.391691,0.334328,5.300534,2.04343
107.6448,5.91984,15.722506,1.455822,0.306745,5.376975,2.551658
107.844512,5.721675,15.739406,1.515114,0.291395,5.470928,2.678013
108.044224,5.51961,15.74483,1.571653,0.259542,5.567829,3.332324
108.243936,5.318629,15.739739,1.618908,0.209212,5.6861,4.587442
108.443648,5.12256,15.726607,1.654577,0.152539,5.845003,4.614892
108.64336,4.922469,15.707082,1.679966,0.102855,6.000613,4.577927
108.843072,4.723862,15.683581,1.695454,0.050718,6.151089,4.541259
109.042784,4.528919,15.658533,1.699818,-0.007259,6.296807,4.504884
109.242496,4.328826,15.632782,1.697561,-0.01406,6.438101,4.468801
109.442208,4.131095,15.607903,1.694167,-0.020077,6.575264,4.433006
109.64192,3.933694,15.583865,1.689615,-0.024298,6.708557,4.397498
109.841633,3.734458,15.560573,1.684746,-0.024211,6.838217,4.362275
110.041345,3.537204,15.538476,1.679969,-0.023882,6.964453,4.327334
110.241057,3.338323,15.517156,1.675201,-0.023884,7.087457,4.292673
110.440769,3.139756,15.496828,1.670432,-0.023874,7.207402,4.258289
110.640481,2.941587,15.477493,1.665681,-0.024166,7.324446,4.224181
110.840193,2.742661,15.459055,1.660711,-0.025552,7.438733,4.190346
111.039905,2.543863,15.441651,1.65549,-0.02674,7.550396,4.156782
111.239617,2.345331,15.425341,1.64996,-0.029026,7.659556,4.123487
111.439329,2.146256,15.410145,1.643924,-0.031384,7.766325,4.090458
111.639041,1.946984,15.396189,1.637427,-0.034058,7.870809,4.057694
111.838753,1.74844,15.383642,1.630261,-0.037929,7.973104,4.025193
112.038465,1.548219,15.37251,1.622294,-0.041462,8.073298,3.992952
112.238177,1.350051,15.363115,1.614132,-0.039566,8.171476,3.960969
112.437889,1.150743,15.355235,1.606613,-0.035786,8.267716,0.873205
112.637601,0.94974,15.34873,1.599852,-0.029396,8.288782,-11.353756
112.837313,0.752045,15.343441,1.595816,-0.011714,8.010552,-12.536373
113.037026,0.551436,15.338545,1.595132,0.004668,7.691659,-11.763362
113.236738,0.351047,15.333464,1.597815,0.024398,7.379908,-10.577858
113.43645,0.151914,15.327438,1.605075,0.048362,7.087876,-9.583572
113.636162,-0.048522,15.319432,1.617159,0.07212,6.812494,-8.901045
113.835874,-0.248461,15.30856,1.633739,0.092366,6.546357,-8.380479
114.035586,-0.447817,15.294019,1.654113,0.11167,6.285493,-7.921218
114.235298,-0.646464,15.275064,1.678428,0.132282,6.028557,-7.479866
114.43501,-0.845728,15.250701,1.707278,0.155566,5.775453,-7.085622
114.634722,-1.043219,15.220276,1.740871,0.181045,5.525006,-6.661025
114.834434,-1.23845,15.182938,1.779608,0.211654,5.278742,-5.448385
115.034146,-1.43475,15.136514,1.828568,0.27509,5.068422,-4.165282
115.233858,-1.62569,15.080065,1.890283,0.346158,4.901549,-3.206093
115.43357,-1.812944,15.010316,1.966521,0.406691,4.769129,-2.563886
115.633282,-1.995652,14.924701,2.053092,0.454487,4.660527,-1.348062
115.832994,-2.165537,14.825372,2.148906,0.522929,4.602398,-1.10554
116.032706,-2.330218,14.704563,2.258993,0.545328,4.554173,-0.467114
116.232418,-2.476588,14.570021,2.370408,0.581158,4.533642,-0.408902
116.43213,-2.606043,14.419935,2.489808,0.588507,4.515594,-0.408902
116.631843,-2.718375,14.2546,2.595182,0.449979,4.497473,-2.518536
116.831555,-2.81322,14.084387,2.667924,0.3764,4.38421,-3.512311
117.031267,-2.895811,13.905126,2.755766,0.496398,4.221184,-3.493392
117.230979,-2.961652,13.715892,2.85857,0.531967,4.052536,-2.577953
117.430691,-3.006228,13.523327,2.972964,0.632139,3.923436,-0.584503
117.630403,-3.026487,13.320351,3.116195,0.77306,3.89357,-0.324735
117.830115,-3.016342,13.119614,-3.016329,0.739378,3.876878,-0.49277
118.029827,-2.97674,12.924329,-2.864831,0.79582,3.85141,-0.332856
118.229539,-2.904506,12.732555,-2.699139,0.778608,3.834111,-0.634597
118.429251,-2.806036,12.55996,-2.547837,0.757785,3.800912,-0.287409
118.628963,-2.68502,12.407238,-2.391888,0.837279,3.785781,-0.287409
118.828675,-2.540236,12.273992,-2.246336,0.577789,3.770588,1.98615
119.028387,-2.38601,12.162399,-2.143879,0.647147,3.874358,-0.298624
119.228099,-2.210184,12.066054,-1.994977,0.805836,3.858935,-0.298624
119.427811,-2.019534,11.998086,-1.836125,0.671588,3.843449,1.783001
119.627524,-1.827188,11.957768,-1.724724,0.486164,3.935006,4.161587
119.827236,-1.621479,11.935634,-1.634076,0.403067,4.140835,4.744961
120.026948,-1.41833,11.930381,-1.565312,0.239219,4.363687,4.918146
120.22666,-1.217736,11.934928,-1.537741,0.035764,4.583251,4.878753
120.426372,-1.019227,11.940838,-1.551343,-0.176795,4.791125,2.497203
120.626084,-0.812087,11.940234,-1.598008,-0.251278,4.894111,-5.292165
120.825796,-0.611742,11.929287,-1.655281,-0.32721,4.673169,-3.291333
121.025508,-0.419086,11.906058,-1.730425,-0.444372,4.530328,-2.626094
121.22522,-0.216575,11.863361,-1.82874,-0.501385,4.413042,-2.5862
121.424932,-0.035806,11.806168,-1.926277,-0.519257,4.294409,-0.841282
121.624644,0.149808,11.72501,-2.043857,-0.636356,4.255106,-0.360202
121.824356,0.317927,11.624854,-2.173313,-0.668075,4.238166,-0.360202
122.024068,0.472003,11.503447,-2.301615,-0.626163,4.221158,0.485605
122.22378,0.613795,11.360098,-2.418358,-0.535892,4.244071,1.986236
122.423492,0.734471,11.20836,-2.520442,-0.51561,4.33653,1.92659
122.623204,0.845824,11.034161,-2.624221,-0.486691,4.424366,2.08047
122.822916,0.933618,10.861913,-2.715359,-0.460107,4.517301,2.20185
123.022628,1.00862,10.674153,-2.807567,-0.45458,4.613619,1.897194
123.22234,1.065808,10.481372,-2.898131,-0.433306,4.695025,2.006487
123.422053,1.105576,10.286838,-2.980698,-0.401092,4.779613,2.379046
123.621765,1.130024,10.085651,-3.060075,-0.38446,4.878007,2.374613
123.821477,1.138992,9.887178,-3.130138,-0.311314,4.974277,3.800843
124.021189,1.135602,9.687466,3.098794,-0.233242,5.124605,4.773364
124.220901,1.122756,9.486525,3.059084,-0.162997,5.30737,4.73513
124.420613,1.103424,9.287755,3.032003,-0.108684,5.482654,4.697203
124.620325,1.079749,9.089235,3.015522,-0.056372,5.651166,4.659579
124.820037,1.053834,8.891008,3.009156,-0.016478,5.813504,4.622256
125.019749,1.027042,8.692278,3.006102,-0.013961,5.970181,4.585233
125.219461,0.999869,8.494879,3.003578,-0.011349,6.121643,4.548506
125.419173,0.972222,8.297346,3.001576,-0.008823,6.268277,4.512073
125.618885,0.944146,8.099291,3.000051,-0.006404,6.410424,4.475932
125.818597,0.915941,7.902134,2.999023,-0.0039,6.548383,4.44008
126.018309,0.887474,7.704307,2.99833,-0.003711,6.682425,4.404516
126.218021,0.858868,7.506551,2.997512,-0.004482,6.812787,4.369237
126.417734,0.830176,7.309449,2.996541,-0.005269,6.939686,4.33424
126.617446,0.801135,7.111358,2.995523,-0.004901,7.063317,4.299523
126.817158,0.771988,6.913892,2.994583,-0.004514,7.183856,4.265085
127.01687,0.742682,6.716577,2.99372,-0.004184,7.301463,4.230922
127.216582,0.713141,6.518824,2.9929,-0.00401,7.416286,4.197033
127.416294,0.683508,6.321533,2.992118,-0.003831,7.528458,4.163415
127.616006,0.653686,6.124012,2.991378,-0.003541,7.638106,4.130067
127.815718,0.623721,5.926493,2.990706,-0.00318,7.745341,4.096986
128.01543,0.593685,5.729341,2.990109,-0.002813,7.85027,4.06417
128.215142,0.563462,5.531712,2.989586,-0.002416,7.952991,4.031616
128.414854,0.533183,5.334353,2.989144,-0.002014,8.053595,3.999324
128.614566,0.502833,5.137067,2.988782,-0.001591,8.152166,3.96729
128.814278,0.472389,4.939577,2.988511,-0.00113,8.248785,3.935512
129.01399,0.441933,4.742313,2.988331,-0.000665,8.343524,3.90399
129.213702,0.41143,4.544911,2.988246,-0.000177,8.436453,3.872719
129.413414,0.380921,4.347521,2.988261,0.000323,8.527637,3.841699
129.613126,0.350449,4.150281,2.988376,0.000827,8.617138,3.810928
129.812838,0.319973,3.952801,2.988594,0.001357,8.705012,3.780403
130.01255,0.289571,3.755449,2.988918,0.001888,8.791315,3.750123
130.212263,0.259244,3.558086,2.989348,0.002431,8.876098,3.720085
130.411975,0.229002,3.360637,2.98989,0.002992,8.959409,-4.386501
130.611687,0.198893,3.163268,2.990543,0.003553,8.861091,-13.167896
130.811399,0.168911,2.965792,2.991309,0.004112,8.559168,-13.046858
131.011111,0.139095,2.768318,2.992186,0.004669,8.249129,-12.9313
131.210823,0.10947,2.570861,2.993174,0.005243,7.929883,-12.817106
131.410535,0.080042,2.373305,2.994288,0.005908,7.600236,-12.710353
131.610247,0.050853,2.175753,2.995534,0.006571,7.258565,-12.350376
131.809959,0.021926,1.978117,2.997203,0.012716,6.910407,-11.841
132.009671,-0.006492,1.780396,3.000844,0.023749,6.55928,-11.431248
132.209383,-0.033957,1.582656,3.006691,0.034842,6.20147,-9.668142
132.409095,-0.059848,1.384467,3.018537,0.087455,5.881882,-8.096783
132.608807,-0.08225,1.186052,3.04169,0.144508,5.600222,-6.647999
132.808519,-0.098911,0.987134,3.076386,0.206488,5.357903,-5.034143
133.008231,-0.107321,0.787553,3.125056,0.280982,5.166852,-3.513511
133.207944,-0.104527,0.588,-3.094575,0.355581,5.029213,-1.656134
133.407656,-0.088012,0.392884,-3.01686,0.439998,4.963011,-0.490022
133.607368,-0.054566,0.198373,-2.92407,0.491084,4.943254,-0.490022
133.80708,0.0,0.0,-2.82236,0.488358,4.923416,-0.323914
