# x_m, y_m, w_tr_right_m, w_tr_left_m
5.761925, 17.238866, 2.574666, 1.091516
5.481626, 17.244349, 2.625744, 1.125000
5.218389, 17.236386, 2.651650, 1.152443
4.976881, 17.219516, 2.631688, 1.126735
4.746205, 17.196690, 2.672195, 1.167596
4.532700, 17.171350, 2.631688, 1.187500
4.337455, 17.146263, 2.651650, 1.140518
4.141569, 17.121048, 2.684591, 1.185854
3.949776, 17.096904, 2.627975, 1.125000
3.759520, 17.073719, 2.643536, 1.140518
3.567468, 17.051249, 2.610825, 1.185854
3.377320, 17.029931, 2.625000, 1.125000
3.185561, 17.009357, 2.625000, 1.125000
2.994095, 16.989739, 2.627975, 1.125000
2.803149, 16.971091, 2.581485, 1.078917
2.611842, 16.953340, 2.610825, 1.125000
2.421047, 16.936615, 2.625000, 1.125000
2.231164, 16.920990, 2.562500, 1.125000
2.041460, 16.906480, 2.562500, 1.062500
1.852380, 16.893203, 2.565547, 1.062500
1.665171, 16.881329, 2.574666, 1.078917
1.477185, 16.870827, 2.599579, 1.125000
1.290792, 16.861944, 2.625000, 1.125000
1.102224, 16.854450, 2.563262, 1.062500
0.909624, 16.848193, 2.574666, 1.078917
0.715447, 16.842994, 2.599579, 1.125000
0.513415, 16.838063, 2.625000, 1.125000
0.305676, 16.832778, 2.625000, 1.125000
0.092047, 16.826243, 2.636878, 1.140518
-0.129967, 16.817219, 2.672195, 1.187500
-0.357581, 16.804586, 2.687500, 1.187500
-0.590301, 16.787236, 2.627975, 1.125000
-0.828506, 16.763977, 2.661209, 1.152443
-1.074120, 16.733211, 2.625000, 1.187500
-1.324988, 16.693574, 2.565547, 1.125000
-1.583670, 16.642672, 2.549510, 1.069828
-1.860011, 16.574969, 2.500000, 1.062500
-2.149272, 16.485718, 2.388122, 1.000000
-2.449416, 16.368588, 2.250000, 0.877229
-2.752763, 16.219608, 2.108391, 0.750000
-3.052788, 16.034829, 1.997068, 0.562500
-2.465565, 14.851809, 0.592927, 0.515388
-2.703758, 14.765964, 0.676041, 0.576222
-2.854188, 14.588530, 0.755190, 0.537645
-4.028688, 14.984724, 1.997068, 0.562500
-4.175578, 14.712067, 2.086040, 0.652519
-4.312509, 14.398044, 2.219410, 0.812500
-4.423009, 14.054175, 2.365937, 0.833854
-4.498812, 13.672302, 2.437500, 0.937500
-4.524575, 13.244639, 2.437500, 0.937500
