# x_m, y_m, w_tr_right_m, w_tr_left_m
38.191691, 5.368184, 0.639381, 0.689114
38.101627, 5.411811, 0.639637, 0.692297
38.012177, 5.453737, 0.640628, 0.695967
37.927797, 5.503013, 0.602734, 0.700074
37.849771, 5.563433, 0.644788, 0.704563
37.771172, 5.622350, 0.647919, 0.709371
37.693198, 5.682045, 0.651706, 0.714430
37.616094, 5.742811, 0.656101, 0.719670
37.540042, 5.804859, 0.661046, 0.725019
37.465152, 5.868317, 0.666474, 0.730405
37.391456, 5.933219, 0.672311, 0.735758
37.318911, 5.999514, 0.678472, 0.741011
37.247406, 6.067073, 0.684872, 0.746102
37.176774, 6.135708, 0.691421, 0.750974
37.106810, 6.205192, 0.698027, 0.755578
37.037289, 6.275280, 0.704600, 0.759872
36.967986, 6.345731, 0.711053, 0.763821
36.898699, 6.416333, 0.717303, 0.767398
36.829266, 6.486913, 0.723274, 0.770585
36.759572, 6.557353, 0.728898, 0.773371
36.689564, 6.627593, 0.734115, 0.775752
36.619245, 6.697630, 0.738877, 0.777732
36.548671, 6.767514, 0.743143, 0.779320
36.477945, 6.837338, 0.746885, 0.780531
36.407203, 6.907224, 0.750084, 0.781384
36.333778, 6.974151, 0.752729, 0.781905
36.260097, 7.041106, 0.754818, 0.782121
36.186371, 7.108262, 0.756358, 0.782065
36.114734, 7.177748, 0.757360, 0.781772
36.044292, 7.248640, 0.757840, 0.781283
35.974311, 7.320079, 0.789774, 0.794819
35.904596, 7.391758, 0.786380, 0.793371
35.836767, 7.465230, 0.783846, 0.789434
35.770241, 7.539889, 0.775407, 0.786923
35.704982, 7.615649, 0.772986, 0.786516
35.642708, 7.693844, 0.773348, 0.782195
35.582531, 7.773705, 0.771787, 0.776403
35.524782, 7.855189, 0.772285, 0.773281
35.469945, 7.938742, 0.768756, 0.763281
35.409994, 8.018742, 0.763575, 0.753620
35.349734, 8.098470, 0.764186, 0.744525
35.295991, 8.182686, 0.759344, 0.737986
35.248992, 8.270910, 0.751267, 0.732692
35.203775, 8.360086, 0.736652, 0.730792
35.160486, 8.450064, 0.725430, 0.730973
35.127021, 8.544181, 0.724072, 0.729932
35.100105, 8.640483, 0.725588, 0.732443
35.078987, 8.738074, 0.724525, 0.736063
35.062378, 8.836649, 0.735588, 0.748348
35.044706, 8.935033, 0.749570, 0.757941
35.034021, 9.034367, 0.767330, 0.773710
35.032341, 9.134245, 0.784276, 0.790837
35.035619, 9.234185, 0.802353, 0.807964
35.041162, 9.333920, 0.823507, 0.827195
35.056558, 9.432618, 0.843077, 0.845633
35.079922, 9.529802, 0.854706, 0.862149
35.105913, 9.626360, 0.865566, 0.868620
35.135374, 9.721750, 0.867534, 0.877149
35.171353, 9.815053, 0.869570, 0.881154
35.210489, 9.906999, 0.872172, 0.880973
35.256450, 9.995736, 0.875973, 0.885633
35.311569, 10.078831, 0.876606, 0.889231
35.376834, 10.154467, 0.881855, 0.894774
35.450049, 10.222261, 0.884502, 0.897036
35.528461, 10.284317, 0.889548, 0.899480
35.607989, 10.344930, 0.891991, 0.898801
35.688786, 10.403845, 0.897285, 0.898529
35.772659, 10.458061, 0.895656, 0.893665
35.858615, 10.509116, 0.890860, 0.891199
35.943491, 10.561991, 0.883122, 0.884661
36.029842, 10.612355, 0.876131, 0.874502
36.118200, 10.659166, 0.861652, 0.866335
36.208532, 10.701923, 0.848371, 0.859072
36.300469, 10.741264, 0.845204, 0.851697
36.392563, 10.780230, 0.841063, 0.850113
36.485643, 10.816707, 0.840385, 0.846765
36.579846, 10.850256, 0.839140, 0.840860
36.674581, 10.882256, 0.833235, 0.836606
36.769438, 10.913898, 0.828575, 0.827986
36.864930, 10.943357, 0.824140, 0.819140
36.962068, 10.967014, 0.818914, 0.814208
37.060151, 10.986369, 0.810113, 0.805407
37.159338, 10.997329, 0.805181, 0.803643
37.259260, 11.001280, 0.792805, 0.794140
37.359181, 11.001571, 0.787127, 0.783824
37.458779, 10.993679, 0.780136, 0.779163
37.557985, 10.981106, 0.768688, 0.783167
37.656338, 10.963809, 0.755520, 0.788620
37.752770, 10.937588, 0.750611, 0.800068
37.847492, 10.905605, 0.768167, 0.815136
37.940848, 10.869808, 0.796561, 0.829683
38.033235, 10.831543, 0.842986, 0.842738
38.126912, 10.796870, 0.894570, 0.847579
38.223237, 10.770277, 0.947285, 0.855271
38.320455, 10.746867, 0.993643, 0.876267
38.416640, 10.719758, 1.034389, 0.902172
38.509549, 10.683390, 1.070045, 0.934819
