# x_m, y_m, w_tr_right_m, w_tr_left_m
19.101553, 10.432472, 1.1, 1.1
19.30495, 10.412934, 1.1, 1.1
19.501774, 10.448299, 1.1, 1.1
19.670182, 10.537934, 1.1, 1.1
19.812667, 10.67633, 1.1, 1.1
19.941661, 10.817794, 1.1, 1.1
20.063843, 10.984875, 1.1, 1.1
20.147507, 11.163502, 1.1, 1.1
20.204382, 11.35765, 1.1, 1.1
20.240637, 11.558062, 1.1, 1.1
20.265229, 11.756706, 1.1, 1.1
20.292228, 11.950777, 1.1, 1.1
20.334462, 12.142294, 1.1, 1.1
20.400153, 12.335299, 1.1, 1.1
20.48289, 12.509509, 1.1, 1.1
20.590043, 12.681027, 1.1, 1.1
20.718585, 12.838025, 1.1, 1.1
20.863039, 12.975391, 1.1, 1.1
21.021798, 13.098078, 1.1, 1.1
21.191457, 13.207587, 1.1, 1.1
21.365884, 13.306348, 1.1, 1.1
21.539496, 13.399423, 1.1, 1.1
21.716208, 13.496717, 1.1, 1.1
21.886446, 13.598765, 1.1, 1.1
22.051094, 13.711346, 1.1, 1.1
22.205872, 13.8388, 1.1, 1.1
22.341147, 13.983387, 1.1, 1.1
22.452893, 14.153843, 1.1, 1.1
22.528269, 14.337048, 1.1, 1.1
22.563022, 14.540708, 1.1, 1.1
22.550458, 14.740441, 1.1, 1.1
22.487988, 14.927383, 1.1, 1.1
22.390563, 15.087445, 1.1, 1.1
22.286876, 15.244014, 1.1, 1.1
22.143367, 15.381977, 1.1, 1.1
21.975665, 15.49109, 1.1, 1.1
21.78038, 15.575322, 1.1, 1.1
21.589094, 15.619538, 1.1, 1.1
21.388782, 15.634633, 1.1, 1.1
21.187479, 15.624081, 1.1, 1.1
20.989582, 15.596268, 1.1, 1.1
20.791907, 15.562718, 1.1, 1.1
20.591559, 15.534303, 1.1, 1.1
20.391157, 15.516386, 1.1, 1.1
20.194982, 15.508604, 1.1, 1.1
19.993171, 15.510115, 1.1, 1.1
19.794335, 15.519548, 1.1, 1.1
19.597361, 15.534404, 1.1, 1.1
19.398238, 15.552693, 1.1, 1.1
19.199984, 15.572393, 1.1, 1.1
19.002944, 15.59169, 1.1, 1.1
18.804337, 15.609187, 1.1, 1.1
18.604762, 15.623304, 1.1, 1.1
18.408379, 15.632592, 1.1, 1.1
18.206536, 15.636351, 1.1, 1.1
18.006577, 15.633507, 1.1, 1.1
17.807537, 15.623773, 1.1, 1.1
17.60654, 15.606549, 1.1, 1.1
17.405552, 15.581242, 1.1, 1.1
17.207452, 15.547783, 1.1, 1.1
17.01517, 15.506355, 1.1, 1.1
16.814156, 15.452283, 1.1, 1.1
16.625231, 15.390963, 1.1, 1.1
16.440674, 15.320597, 1.1, 1.1
16.255863, 15.238847, 1.1, 1.1
16.083455, 15.15293, 1.1, 1.1
15.909098, 15.055748, 1.1, 1.1
15.744253, 14.947288, 1.1, 1.1
15.588436, 14.823958, 1.1, 1.1
